Quoi	Pt	quoi
sans	S	sans
peine	Nc	peine
,	Fw	,
où	Pr	où
votre	Ds	votre
mère	Nc	mère
aspire	Vvc	aspirer
;	Fw	;
Votre	Nc	votre
consentement	Nc	consentement
,	Fw	,
ne	Rp	ne
lui	Pp	il
déniera	Vvc	dénier
rien	Pi	rien
.	Fs	.
C'	Pd	ce
est	Vuc	être
votre	Ds	votre
sentiment	Nc	sentiment
,	Fw	,
et	Cc	et
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
le	Da	le
mien	Ps	mien
;	Fw	;
Non	Vvc	non
,	Fw	,
que	Cs	que
je	Pp	je
ne	Rp	ne
me	Pp	je
sente	Vvc	sentir
,	Fw	,
et	Cc	et
d'	S	de
âme	Nc	âme
,	Fw	,
et	Cc	et
de	S	de
naissance	Nc	naissance
,	Fw	,
Capable	Ag	capable
d'	S	de
exercer	Vvn	exercer
,	Fw	,
cette	Dd	ce
illustre	Ag	illustre
puissance	Nc	puissance
;	Fw	;
Mais	Vvc	mais
quelque	Di	quelque
doux	Ag	doux
éclat	Nc	éclat
,	Fw	,
qu'	Pr	que
ait	Vuc	avoir
un	Dn	un
Bandeau	Nc	bandeau
Royal	Ag	royal
,	Fw	,
Il	Vvc	il
ne	Rp	ne
me	Pp	je
plairait	Vvc	plaire
pas	Rg	pas
,	Fw	,
sur	S	sur
un	Dn	un
front	Nc	front
déloyal	Ag	déloyal
;	Fw	;
L'	Vvc	l'
Europe	Vvc	europe
,	Fw	,
si	Rg	si
féconde	Ag	fécond
,	Fw	,
en	S	en
puissance	Nc	puissance
suprême	Ag	suprême
,	Fw	,
Offre	Vvc	offrir
au	S+Da	à+le
sang	Nc	sang
,	Fw	,
qui	Pr	qui
m'	Pp	je
anime	Vvc	animer
,	Fw	,
assez	Rg	assez
de	S	de
Diadèmes	Nc	diadèmes
,	Fw	,
Pour	Nc	pour
périr	Vvn	périr
noblement	Rg	noblement
,	Fw	,
ou	Cc	ou
pour	S	pour
n'	Rp	ne
en	Pp	en
manquer	Vvn	manquer
pas	Rg	pas
,	Fw	,
Quand	Nc	quand
ils	Pp	ils
auront	Vuc	avoir
,	Fw	,
pour	S	pour
moi	Pp	je
,	Fw	,
d'	S	de
assez	Rg	assez
charmants	Ag	charmant
appas	Nc	appas
;	Fw	;
Mais	Vvc	mais
,	Fw	,
faites	Vvc	faire
toujours	Rg	toujours
fonds	Nc	fond|fonds
,	Fw	,
de	S	de
vos	Ds	votre
intelligences	Nc	intelligence
,	Fw	,
Pratiquez	Vvc	pratiquer
vos	Ds	votre
amis	Nc	ami
,	Fw	,
préparez	Vvc	préparer
vos	Ds	votre
vengeances	Nc	vengeance
;	Fw	;
Ouvrez	Vvc	ouvrer|ouvrir
-vous	Nc	-vous
,	Fw	,
faites	Vvc	faire
-vous	Nc	-vous
un	Dn	un
parti	Nc	parti
si	Rg	si
puissant	Ag	puissant
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
fasse	Vvc	faire
évanouir	Vvn	évanouir
,	Fw	,
ce	Dd	ce
fantôme	Nc	fantôme
naissant	Ag	naissant
,	Fw	,
Ce	Vvc	ce
pouvoir	Nc	pouvoir
usurpé	Ge	usurper
,	Fw	,
ce	Dd	ce
règne	Nc	règne
imaginaire	Ag	imaginaire
,	Fw	,
Que	Vvc	que
vous	Pp	vous
n'	Rp	ne
excusez	Vvc	excuser
pas	Rg	pas
,	Fw	,
de	S	de
l'	Da	le
amour	Nc	amour
d'	S	de
une	Dn	un
mère	Nc	mère
.	Fs	.
Puisque	Cs	puisque
vous	Pp	vous
le	Pp	il
voulez	Vvc	vouloir
,	Fw	,
il	Pp	il
l'	Pp	il
en	Pp	en
faut	Vvc	faillir|falloir
excuser	Vvn	excuser
,	Fw	,
Et	Vvc	et
dessus	S	dessus
votre	Ds	votre
foi	Nc	foi
,	Fw	,
j'	Pp	je
ose	Vvc	oser
m'	Pp	je
en	S	en
reposer	Vvn	reposer
;	Fw	;
Mais	Vvc	mais
,	Fw	,
(	Fw	(
et	Cc	et
de	S	de
cet	Dd	ce
avis	Nc	avis
,	Fw	,
conservez	Vvc	conserver
la	Da	le
mémoire	Nc	mémoire
)	Fw	)
Si	Vvc	si
m'	Pp	je
ayant	Ga	avoir
,	Fw	,
sur	S	sur
ce	Dd	ce
gage	Nc	gage
,	Fw	,
obligé	Ge	obliger
de	S	de
vous	Pp	vous
croire	Vvn	croire
,	Fw	,
De	Vvc	de
son	Ds	son
ambition	Nc	ambition
,	Fw	,
goûtant	Ga	goûter
mieux	Rg	mieux
les	Da	le
appas	Nc	appas
,	Fw	,
Vous	Nc	vous
laissez	Vvc	laisser
gagner	Vvn	gagner
,	Fw	,
ne	Rp	ne
me	Pp	je
pardonnez	Vvc	pardonner
pas	Rg	pas
;	Fw	;
Et	Vvc	et
pour	S	pour
bien	Rg	bien
établir	Vvn	établir
l'	Da	le
heur	Nc	heur
qu'	Pr	que
elle	Pp	il
vous	Pp	vous
destine	Vvc	destiner
,	Fw	,
Avant	Ga	avant
votre	Ds	votre
fortune	Nc	fortune
,	Fw	,
assurez	Vvc	assurer
ma	Ds	mon
ruine	Nc	ruine
;	Fw	;
Ôtez	Nc	ôtez
-vous	Vvc	-vous
tout	Di	tout
obstacle	Nc	obstacle
,	Fw	,
et	Cc	et
de	S	de
mon	Ds	mon
monument	Nc	monument
,	Fw	,
À	Nc	à
mon	Ds	mon
trône	Nc	trône
usurpé	Ge	usurper
,	Fw	,
faites	Vvc	faire
un	Dn	un
fondement	Nc	fondement
;	Fw	;
Lavez-le	Vvc	lavez-le
de	S	de
mon	Ds	mon
sang	Nc	sang
,	Fw	,
avant	S	avant
que	Cs	que
d'	S	de
y	Pp	y
paraître	Vvn	paraître
,	Fw	,
Sinon	Nc	sinon
,	Fw	,
n'	Rp	ne
espérez	Vvc	espérer
pas	Rg	pas
,	Fw	,
être	Vun	être
longtemps	Rg	longtemps
mon	Ds	mon
maître	Nc	maître
;	Fw	;
Il	Vvc	il
est	Vuc	être
bien	Rg	bien
mal	Rg	mal
aisé	Ag	aisé
,	Fw	,
de	S	de
vous	Pp	vous
dissuader	Vvn	dissuader
!	Fs	!
Palmyras	Vvc	palmyras
,	Fw	,
qui	Pr	qui
me	Pp	je
voit	Vvc	voir
,	Fw	,
n'	Rp	ne
ose	Vvc	oser
vous	Pp	vous
aborder	Vvn	aborder
Et	Vvc	et
comme	S	comme
vous	Pp	vous
,	Fw	,
encor	Nc	encor
,	Fw	,
m'	Pp	je
impute	Vvc	imputer
sa	Ds	son
disgrâce	Nc	disgrâce
.	Fs	.
Il	Pp	il
dit	Vvc	dire
à	S	à
Palmyras	Vvc	palmyras
.	Fs	.
Entrez	Vvc	entrer
,	Fw	,
je	Pp	je
me	Pp	je
retire	Vvc	retirer
,	Fw	,
et	Cc	et
vous	Pp	vous
cède	Vvc	céder
la	Da	le
place	Nc	place
;	Fw	;
Je	Vvc	je
vous	Pp	vous
suis	Vuc	être
importun	Ag	importun
.	Fs	.
C'	Pd	ce
est	Vuc	être
mal	Rg	mal
me	Pp	je
la	Pp	il
céder	Vvn	céder
,	Fw	,
Que	Vvc	que
briguer	Vvn	briguer
mes	Ds	mon
emplois	Nc	emploi
,	Fw	,
et	Cc	et
m'	Pp	je
en	Pp	en
déposséder	Vvn	déposséder
,	Fw	,
Mais	Vvc	mais
,	Fw	,
puisque	Cs	puisque
Syra	Vvc	syra
règne	Nc	règne
,	Fw	,
ai	Vuc	avoir
-je	Ge	-je
lieu	Nc	lieu
de	S	de
me	Pp	je
plaindre	Vvn	plaindre
?	Fs	?
Que	Pt	que
puis	Vvc	pouvoir
-je	Vvc	-je
espérer	Vvn	espérer
d'	S	de
elle	Pp	il
,	Fw	,
ou	Cc	ou
que	Pr	que
n'	Rp	ne
en	Pp	en
dois	Vvc	devoir
-je	Vvc	-je
craindre	Vvn	craindre
.	Fs	.
Le	Da	le
courroux	Nc	courroux
d'	S	de
une	Dn	un
femme	Nc	femme
est	Vuc	être
longtemps	Rg	longtemps
à	S	à
dormir	Vvn	dormir
,	Fw	,
Et	Vvc	et
mon	Ds	mon
faible	Ag	faible
crédit	Nc	crédit
,	Fw	,
croit	Vvc	croire|croître
en	S	en
vain	Ag	vain
s'	Cs	si
affermir	Vvn	affermir
,	Fw	,
Et	Vvc	et
vaincre	Vvn	vaincre
les	Da	le
efforts	Nc	effort
,	Fw	,
qui	Pr	qui
le	Pp	il
pouvaient	Vvc	pouvoir
abattre	Vvn	abattre
,	Fw	,
Ayant	Ga	avoir
pour	S	pour
subsister	Vvn	subsister
,	Fw	,
une	Dn	un
femme	Nc	femme
à	S	à
combattre	Vvn	combattre
;	Fw	;
Son	Nc	son
hymen	Nc	hymen
,	Fw	,
dont	Pr	dont
j'	Pp	je
osai	Vvc	oser
,	Fw	,
contester	Vvn	contester
le	Da	le
dessein	Nc	dessein
,	Fw	,
N'	Vvc	n'
avait	Vuc	avoir
couvé	Ge	couver
longtemps	Rg	longtemps
,	Fw	,
ce	Dd	ce
projet	Nc	projet
en	S	en
son	Ds	son
sein	Nc	sein
;	Fw	;
Et	Vvc	et
quand	Cs	quand
elle	Pp	il
peut	Vvc	pouvoir
tout	Pi	tout
,	Fw	,
quand	Cs	quand
elle	Pp	il
est	Vuc	être
souveraine	Ag	souverain
,	Fw	,
Enfin	Nc	enfin
l'	Da	le
occasion	Nc	occasion
,	Fw	,
fait	Vvc	faire
éclater	Vvn	éclater
sa	Ds	son
haine	Nc	haine
;	Fw	;
Ce	Vvc	ce
trait	Nc	trait
est	Vuc	être
un	Dn	un
avis	Nc	avis
,	Fw	,
Prince	Vvc	prince
,	Fw	,
qui	Pr	qui
parle	Vvc	parler
à	S	à
vous	Pp	vous
,	Fw	,
Craignez	Vvc	craindre
par	S	par
mon	Ds	mon
exemple	Nc	exemple
,	Fw	,
et	Cc	et
détournez	Vvc	détourner
les	Da	le
coups	Nc	coup
;	Fw	;
Profitez	Vvc	profiter
de	S	de
ma	Ds	mon
chute	Nc	chute
,	Fw	,
elle	Pp	il
vous	Pp	vous
doit	Vvc	devoir
instruire	Vvn	instruire
,	Fw	,
Et	Vvc	et
sage	Ag	sage
,	Fw	,
détruisez	Vvc	détruire
,	Fw	,
ce	Pd	ce
qui	Pr	qui
vous	Pp	vous
peut	Vvc	pouvoir
détruire	Vvn	détruire
;	Fw	;
Sinon	Nc	sinon
,	Fw	,
jusques	Nc	jusques
sur	S	sur
vous	Pp	vous
,	Fw	,
ce	Dd	ce
foudre	Nc	foudre
éclatera	Vvc	éclater
.	Fs	.
Mais	Cc	mais
,	Fw	,
je	Pp	je
périrai	Vvc	périr
,	Fw	,
traître	Ag	traître
,	Fw	,
ou	Cc	ou
mon	Ds	mon
fils	Nc	fil|fils
régnera	Vvc	régner
;	Fw	;
Qu'	Vvc	qu'
ai	Vuc	avoir
-je	Ge	-je
à	S	à
délibérer	Vvn	délibérer
,	Fw	,
après	S	après
cette	Dd	ce
menace	Nc	menace
!	Fs	!
Quoi	Pt	quoi
,	Fw	,
Mardesane	Vvc	mardesane
,	Fw	,
au	S+Da	à+le
trône	Nc	trône
,	Fw	,
occupera	Vvc	occuper
ma	Ds	mon
place	Nc	place
!	Fs	!
Et	Cc	et
l'	Da	le
orgueil	Nc	orgueil
,	Fw	,
de	S	de
sa	Ds	son
mère	Nc	mère
,	Fw	,
abusant	Ga	abuser
à	S	à
mes	Ds	mon
yeux	Nc	œil
De	Vvc	de
l'	Da	le
esprit	Nc	esprit
altéré	Ge	altérer
,	Fw	,
d'	S	de
un	Dn	un
père	Nc	père
furieux	Ag	furieux
,	Fw	,
Par	Nc	par
l'	Da	le
insolent	Ag	insolent
pouvoir	Nc	pouvoir
,	Fw	,
que	Cs	que
son	Ds	son
crédit	Nc	crédit
lui	Pp	il
donne	Vvc	donner
,	Fw	,
Sur	Nc	sur
quel	Dt	quel
front	Nc	front
lui	Pp	il
plaira	Vvc	plaire
,	Fw	,
fera	Vvc	faire|ferrer
choir	Vvn	choir
ma	Ds	mon
couronne	Nc	couronne
?	Fs	?
Quel	Dt	quel
crime	Nc	crime
,	Fw	,
ou	Cc	ou
quel	Dt	quel
défaut	Nc	défaut
,	Fw	,
me	Pp	je
peut	Vvc	pouvoir
-on	Nc	-on
reprocher	Vvn	reprocher
,	Fw	,
Pour	Nc	pour
disposer	Vvn	disposer
du	S+Da	de+le
Sceptre	Nc	sceptre
,	Fw	,
et	Cc	et
pour	S	pour
me	Pp	je
l'	Pp	il
arracher	Vvn	arracher
?	Fs	?
Ma	Ds	mon
mère	Nc	mère
,	Fw	,
ma	Ds	mon
naissance	Nc	naissance
,	Fw	,
en	Pp	en
êtes	Vuc	être
-vous	Nc	-vous
coupables	Ag	coupable
,	Fw	,
D'	Nc	d'
un	Dn	un
sort	Nc	sort
,	Fw	,
si	Rg	si
glorieux	Ag	glorieux
,	Fw	,
sommes-nous	Vvc	sommes-nous
incapables	Ag	incapable
?	Fs	?
Veut	Vvc	vouloir
-on	Nc	-on
après	S	après
vingt	Nc	vingt
ans	Nc	an
,	Fw	,
jusques	Nc	jusques
dans	S	dans
le	Da	le
tombeau	Nc	tombeau
,	Fw	,
Souiller	Vvn	souiller
une	Dn	un
vertu	Nc	vertu
,	Fw	,
dont	Pr	dont
l'	Da	le
éclat	Nc	éclat
fut	Vuc	être
si	Rg	si
beau	Ag	beau
;	Fw	;
Non	Vvc	non
,	Fw	,
non	Rg	non
,	Fw	,
le	Da	le
temps	Nc	temps
ma	Ds	mon
mère	Nc	mère
,	Fw	,
avecques	Vvc	avecques
trop	Rg	trop
de	S	de
gloire	Nc	gloire
,	Fw	,
Laisse	Vvc	laisser
encor	Nc	encor
dans	S	dans
les	Da	le
coeurs	Nc	cœur
,	Fw	,
vivre	Vvn	vivre
votre	Ds	votre
mémoire	Nc	mémoire
.	Fs	.
C'	Pd	ce
est	Vuc	être
un	Dn	un
exemple	Nc	exemple
illustre	Ag	illustre
,	Fw	,
aux	S+Da	à+les
siècles	Nc	siècle
à	S	à
venir	Vvn	venir
,	Fw	,
Que	Vvc	que
la	Da	le
haine	Nc	haine
respecte	Vvc	respecter
,	Fw	,
et	Cc	et
ne	Rp	ne
saurait	Vvc	savoir
ternir	Vvn	ternir
;	Fw	;
Mon	Nc	mon
crime	Nc	crime
,	Fw	,
est	Vuc	être
seulement	Rg	seulement
,	Fw	,
l'	Da	le
orgueil	Nc	orgueil
d'	S	de
une	Dn	un
marâtre	Nc	marâtre
,	Fw	,
Dont	Vvc	dont
un	Dn	un
fils	Nc	fil|fils
est	Vuc	être
l'	Da	le
idole	Nc	idole
,	Fw	,
un	Dn	un
père	Nc	père
l'	Da	le
idolâtre	Nc	idolâtre
;	Fw	;
Et	Vvc	et
l'	Da	le
hymen	Nc	hymen
,	Fw	,
qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
mise	Ge	mettre|miser
,	Fw	,
au	S+Da	à+le
lit	Nc	lit
de	S	de
Cosroës	Nc	cosroës
,	Fw	,
D'	Nc	d'
un	Dn	un
droit	Nc	droit
héréditaire	Ag	héréditaire
,	Fw	,
exclut	Vvc	exclure
seul	Ag	seul
Syroës	Vvc	syroës
.	Fs	.
Célestes	Vvc	célestes
protecteurs	Ag	protecteur
,	Fw	,
des	S+Da	de+le|de+les
puissances	Nc	puissance
suprêmes	Ag	suprême
,	Fw	,
Vous	Nc	vous
,	Fw	,
Dieux	Ag	dieux
,	Fw	,
qui	Pr	qui
présidez	Vvc	présider
au	S+Da	à+le
sort	Nc	sort
des	S+Da	de+le|de+les
Diadèmes	Nc	diadèmes
;	Fw	;
Souverains	Nc	souverain
partisans	Ag	partisan
,	Fw	,
des	S+Da	de+le|de+les
intérêts	Nc	intérêt
des	S+Da	de+le|de+les
Rois	Vvc	rois
,	Fw	,
Soutenez	Vvc	soutenir
,	Fw	,
aujourd'hui	Rg	aujourd'hui
,	Fw	,
l'	Da	le
autorité	Nc	autorité
des	S+Da	de+le|de+les
lois	Nc	loi
,	Fw	,
Et	Vvc	et
d'	S	de
un	Dn	un
tyran	Nc	tyran
naissant	Ag	naissant
,	Fw	,
détruisant	Ga	détruire
l'	Da	le
insolence	Nc	insolence
,	Fw	,
Affermissez	Vvc	affermir
l'	Da	le
appui	Nc	appui
,	Fw	,
d'	S	de
un	Dn	un
trône	Nc	trône
qui	Pr	qui
balance	Vvc	balancer
.	Fs	.
Mais	Cc	mais
,	Fw	,
soutenez-le	Vvc	soutenez-le
,	Fw	,
Prince	Vvc	prince
,	Fw	,
et	Cc	et
prêtez	Nc	prêté
-y	Vvc	-y
le	Da	le
bras	Nc	bras
;	Fw	;
Le	Vvc	le
Ciel	Nc	ciel
est	Vuc	être
inutile	Ag	inutile
,	Fw	,
à	S	à
qui	Pr	qui
ne	Rp	ne
s'	Pp	se
aide	Vvc	aider
pas	Rg	pas
;	Fw	;
Quand	Nc	quand
vous	Pp	vous
pouvez	Vvc	pouvoir
agir	Vvn	agir
,	Fw	,
épargnez	Vvc	épargner
le	Da	le
tonnerre	Nc	tonnerre
;	Fw	;
Avant	Ga	avant
l'	Da	le
aide	Nc	aide
du	S+Da	de+le
Ciel	Nc	ciel
,	Fw	,
servez	Vvc	servir
-vous	Nc	-vous
de	S	de
la	Da	le
terre	Nc	terre
;	Fw	;
Usez	Vvc	user
de	S	de
vos	Ds	votre
amis	Nc	ami
,	Fw	,
de	S	de
vous	Pp	vous
-même	Vvc	-même
,	Fw	,
et	Cc	et
du	S+Da	de+le
temps	Nc	temps
;	Fw	;
Et	Vvc	et
donnez	Vvc	donner
,	Fw	,
seulement	Rg	seulement
,	Fw	,
un	Dn	un
chef	Nc	chef
,	Fw	,
aux	S+Da	à+les
mécontents	Nc	mécontent
.	Fs	.
Sans	S	sans
peine	Nc	peine
,	Fw	,
vous	Pp	vous
verrez	Vvc	voir
votre	Ds	votre
ligue	Nc	ligue
formée	Ge	former
,	Fw	,
De	Vvc	de
ce	Dd	ce
nombre	Nc	nombre
,	Fw	,
déjà	Rg	déjà
,	Fw	,
comptez	Vvc	compter
toute	Di	tout
l'	Da	le
armée	Nc	armée
;	Fw	;
À	Nc	à
qui	Pr	qui
la	Da	le
paix	Nc	paix
,	Fw	,
deux	Nc	deux
fois	Nc	fois
,	Fw	,
refusée	Ge	refuser
aux	S+Da	à+les
Romains	Nc	romain
,	Fw	,
Fait	Vvc	faire
d'	S	de
un	Dn	un
juste	Ag	juste
dépit	Nc	dépit
,	Fw	,
choir	Vvn	choir
les	Da	le
armes	Nc	arme|armé
des	S+Da	de+le|de+les
mains	Nc	main
;	Fw	;
Et	Vvc	et
qui	Pr	qui
me	Pp	je
préférant	Ga	préférer
,	Fw	,
au	S+Da	à+le
chef	Nc	chef
que	Pr	que
l'	Pp	il
on	Pp	on
envoie	Vvc	envoyer
,	Fw	,
Sous	Vvc	sous
main	Nc	main
,	Fw	,
embrassera	Vvc	embrasser
,	Fw	,
mes	Ds	mon
ordres	Nc	ordre
,	Fw	,
avec	S	avec
joie	Nc	joie
;	Fw	;
Des	Vvc	des
Satrapes	Vvc	satrapes
,	Fw	,
encor	Nc	encor
,	Fw	,
tout	Di	tout
le	Da	le
corps	Nc	corps
irrité	Ge	irriter
,	Fw	,
S'	Vvc	s'
offre	Vvc	offrir
à	S	à
prêter	Vvn	prêter
l'	Da	le
épaule	Nc	épaule|épaulé
,	Fw	,
à	S	à
votre	Ds	votre
autorité	Nc	autorité
;	Fw	;
Et	Vvc	et
tous	Pi	tout
,	Fw	,
unis	Vvc	unir
pour	S	pour
nous	Pp	nous
,	Fw	,
de	S	de
même	Ag	même
intelligence	Nc	intelligence
,	Fw	,
Gardent	Vvc	garder
encor	Nc	encor
,	Fw	,
à	S	à
part	Nc	part
,	Fw	,
leurs	Ds	leur
sujets	Nc	sujet
de	S	de
vengeance	Nc	vengeance
.	Fs	.
En	S	en
la	Da	le
mort	Nc	mort
d'	S	de
Hormisdas	Nc	hormisdas
,	Fw	,
les	Da	le
uns	Pi	un
intéressés	Ge	intéresser
,	Fw	,
De	Vvc	de
ce	Dd	ce
grand	Ag	grand
attentat	Nc	attentat
,	Fw	,
sont	Vuc	être
encore	Rg	encore
blessés	Ge	blesser
,	Fw	,
Et	Vvc	et
verraient	Vvc	voir
avec	S	avec
joie	Nc	joie
,	Fw	,
et	Cc	et
d'	S	de
une	Dn	un
ardeur	Nc	ardeur
avide	Ag	avide
Punir	Nc	punir
par	S	par
un	Dn	un
second	Nc	second
,	Fw	,
le	Da	le
premier	Ag	premier
parricide	Nc	parricide
;	Fw	;
D'	Nc	d'
autres	Ag	autre
dépossédés	Ge	déposséder
de	S	de
leurs	Ds	leur
gouvernements	Nc	gouvernement
,	Fw	,
Attendent	Vvc	attendre
pour	S	pour
s'	Pp	se
ouvrir	Vvn	ouvrir
,	Fw	,
les	Da	le
moindres	Ag	moindre
mouvements	Nc	mouvement
;	Fw	;
Et	Vvc	et
d'	S	de
autres	Pi	autre
offensés	Ge	offenser
,	Fw	,
en	S	en
leurs	Ds	leur
propres	Ag	propre
familles	Nc	famille
,	Fw	,
En	Vvc	en
l'	Da	le
honneur	Nc	honneur
d'	S	de
une	Dn	un
femme	Nc	femme
,	Fw	,
en	S	en
celui	Pd	celui
de	S	de
leurs	Ds	leur
filles	Nc	fille
,	Fw	,
Trop	Nc	trop
faibles	Ag	faible
pour	S	pour
agir	Vvn	agir
,	Fw	,
jusqu'	S	jusque
à	S	à
l'	Da	le
occasion	Nc	occasion
,	Fw	,
Dissimulent	Vvc	dissimuler
leur	Ds	leur
haine	Nc	haine
,	Fw	,
et	Cc	et
leur	Ds	leur
confusion	Nc	confusion
;	Fw	;
Comme	Vvc	comme
un	Dn	un
soleil	Nc	soleil
naissant	Ag	naissant
,	Fw	,
le	Da	le
peuple	Nc	peuple
vous	Pp	vous
regarde	Vvc	regarder
,	Fw	,
Et	Vvc	et
ne	Rp	ne
pouvant	Ga	pouvoir
souffrir	Vvn	souffrir
,	Fw	,
celui	Pd	celui
qui	Pr	qui
vous	Pp	vous
retarde	Vvc	retarder
;	Fw	;
Déteste	Vvc	déteste
,	Fw	,
de	S	de
le	Pp	il
voir	Vvn	voir
,	Fw	,
si	Cs	si
près	Rg	près
de	S	de
son	Ds	son
couchant	Nc	couchant
,	Fw	,
Traîner	Nc	traîner
si	Rg	si
loin	Rg	loin
,	Fw	,
son	Ds	son
âge	Nc	âge
imbécile	Ag	imbécile
,	Fw	,
et	Cc	et
penchant	Ga	pencher
.	Fs	.
Son	Ds	son
esprit	Nc	esprit
agité	Ge	agiter
du	S+Da	de+le
meurtre	Nc	meurtre
de	S	de
son	Ds	son
père	Nc	père
,	Fw	,
Dedans	Ga	dedans
sa	Ds	son
rêverie	Nc	rêverie
,	Fw	,
à	S	à
tout	Di	tout
propos	Nc	propos
s'	Pp	se
altère	Vvc	altérer
;	Fw	;
Et	Vvc	et
ne	Rp	ne
possédant	Ga	posséder
plus	Rg	plus
,	Fw	,
un	Dn	un
moment	Nc	moment
de	S	de
raison	Nc	raison
,	Fw	,
Ne	Vvc	ne
lui	Pp	il
laisse	Vvc	laisser
de	S	de
Roi	Nc	roi
,	Fw	,
que	Cs	que
le	Da	le
sang	Nc	sang
,	Fw	,
et	Cc	et
le	Da	le
nom	Nc	nom
;	Fw	;
Le	Vvc	le
crédit	Nc	crédit
d'	S	de
une	Dn	un
femme	Nc	femme
en	Pp	en
a	Vuc	avoir
tout	Di	tout
l'	Da	le
exercice	Nc	exercice
.	Fs	.
Toute	Di	tout
la	Da	le
Perse	Nc	perse
agit	Vvc	agir
,	Fw	,
et	Cc	et
meut	Vvc	mouvoir
par	S	par
son	Ds	son
caprice	Nc	caprice
;	Fw	;
Et	Vvc	et
bientôt	Rg	bientôt
,	Fw	,
par	S	par
son	Ds	son
fils	Nc	fil|fils
,	Fw	,
qu'	Cs	que
elle	Pp	il
va	Vvc	aller
couronner	Vvn	couronner
,	Fw	,
En	Vvc	en
recevra	Vvc	recevoir
les	Da	le
lois	Nc	loi
,	Fw	,
que	Cs	que
vous	Pp	vous
devriez	Vvc	devoir
donner	Vvn	donner
.	Fs	.
Juge	Nc	juge
,	Fw	,
en	S	en
votre	Ds	votre
intérêt	Nc	intérêt
,	Fw	,
rendez-vous	Nc	rendez-vous
la	Da	le
Justice	Nc	justice
,	Fw	,
Ravissez	Vvc	ravir
votre	Ds	votre
bien	Nc	bien
,	Fw	,
qu'	Cs	que
on	Pp	on
ne	Rp	ne
vous	Pp	vous
le	Pp	il
ravisse	Vvc	ravir
,	Fw	,
Qui	Vvc	qui
peut	Vvc	pouvoir
insolemment	Rg	insolemment
prétendre	Vvn	prétendre
à	S	à
votre	Ds	votre
rang	Nc	rang
,	Fw	,
Par	Nc	par
le	Da	le
même	Ag	même
attentat	Nc	attentat
,	Fw	,
en	Pp	en
veut	Vvc	vouloir
à	S	à
votre	Ds	votre
sang	Nc	sang
;	Fw	;
La	Vvc	la
Reine	Vvc	reine
,	Fw	,
qui	Pr	qui
vous	Pp	vous
craint	Vvc	craindre
,	Fw	,
a	Vuc	avoir
trop	Rg	trop
de	S	de
Politique	Nc	politique
,	Fw	,
Pour	Nc	pour
laisser	Vvn	laisser
un	Dn	un
appas	Nc	appas
,	Fw	,
à	S	à
la	Da	le
haine	Nc	haine
publique	Ag	public
;	Fw	;
Et	Vvc	et
vous	Pp	vous
chassant	Ga	chasser
du	S+Da	de+le
trône	Nc	trône
,	Fw	,
oser	Vvn	oser
vous	Pp	vous
épargner	Vvn	épargner
;	Fw	;
Il	Vvc	il
faut	Vvc	faillir|falloir
absolument	Rg	absolument
,	Fw	,
ou	Cc	ou
périr	Vvn	périr
,	Fw	,
ou	Cc	ou
régner	Vvn	régner
;	Fw	;
Avouez	Vvc	avouer
,	Fw	,
seulement	Rg	seulement
,	Fw	,
les	Da	le
bras	Nc	bras
qu'	Pr	que
on	Pp	on
vous	Pp	vous
veut	Vvc	vouloir
tendre	Ag	tendre
;	Fw	;
Tout	Vvc	tout
le	Da	le
crédit	Nc	crédit
du	S+Da	de+le
Roi	Nc	roi
,	Fw	,
de	S	de
son	Ds	son
trône	Nc	trône
sorti	Ge	sortir
,	Fw	,
Ne	Vvc	ne
s'	Pp	se
étendra	Vvc	étendre
jamais	Rg	jamais
,	Fw	,
à	S	à
former	Vvn	former
un	Dn	un
parti	Nc	parti
;	Fw	;
Contre	Vvc	contrer
tous	Di	tout
ses	Ds	son
desseins	Nc	dessein
,	Fw	,
la	Da	le
Perse	Nc	perse
soulevée	Ge	soulever
,	Fw	,
Éclatera	Vvc	éclatera
sa	Ds	son
haine	Nc	haine
,	Fw	,
et	Cc	et
publique	Ag	public
,	Fw	,
et	Cc	et
privée	Ge	priver
,	Fw	,
Vengera	Vvc	venger
ses	Ds	son
Palais	Vvc	palais
,	Fw	,
et	Cc	et
ses	Ds	son
forts	Ag	fort
embrasés	Ge	embraser
,	Fw	,
Ses	Vvc	ses
Satrapes	Vvc	satrapes
proscrits	Ge	proscrire
,	Fw	,
ses	Ds	son
trésors	Nc	trésor
épuisés	Ge	épuiser
,	Fw	,
Et	Vvc	et
le	Da	le
sang	Nc	sang
,	Fw	,
que	Cs	que
sans	S	sans
fruit	Nc	fruit
,	Fw	,
les	Da	le
légions	Nc	légion
romaines	Ag	romain
,	Fw	,
En	Vvc	en
tant	Rg	tant
d'	S	de
occasions	Nc	occasion
,	Fw	,
ont	Vuc	avoir
puisé	Ge	puiser
de	S	de
ses	Ds	son
veines	Nc	veine
.	Fs	.
Laisser	Vvn	laisser
ravir	Vvn	ravir
un	Dn	un
trône	Nc	trône
,	Fw	,
est	Vuc	être
une	Dn	un
lâcheté	Nc	lâcheté
,	Fw	,
