Quoi	Pt	quoi
paye	Vvc	payer
ainsi	Rg	ainsi
l'	Da	le
estime	Nc	estime
!	Fs	!
Et	Cc	et
reconnaît	Vvc	reconnaître
si	Rg	si
mal	Rg	mal
qui	Pr	qui
lui	Pp	il
veut	Vvc	vouloir
tant	Rg	tant
de	S	de
bien	Nc	bien
!	Fs	!
Qu'	Cs	que
il	Pp	il
cesse	Vvc	cesser
de	S	de
m'	Pp	je
aimer	Vvn	aimer
,	Fw	,
ou	Cc	ou
qu'	Cs	que
il	Pp	il
m'	Pp	je
aime	Vvc	aimer
chrétien	Ag	chrétien
.	Fs	.
Les	Da	le
dieux	Nc	dieu|dieux
,	Fw	,
dont	Pr	dont
comme	S	comme
nous	Pp	nous
,	Fw	,
les	Da	le
monarques	Nc	monarque
dépendent	Vvc	dépendre
,	Fw	,
Ne	Vvc	ne
le	Pp	il
permettent	Vvc	permettre
pas	Rg	pas
,	Fw	,
et	Cc	et
les	Da	le
lois	Nc	loi
les	Pp	ils
défendent	Vvc	défendre
.	Fs	.
C'	Pd	ce
est	Vuc	être
le	Da	le
dieu	Nc	dieu
que	Pr	que
je	Pp	je
sers	Vvc	servir
,	Fw	,
qui	Pr	qui
fait	Vvc	faire
régner	Vvn	régner
les	Da	le
rois	Nc	roi
,	Fw	,
Et	Vvc	et
qui	Pr	qui
fait	Vvc	faire
que	Cs	que
la	Da	le
terre	Nc	terre
en	Pp	en
révère	Vvc	révérer
les	Da	le
lois	Nc	loi
.	Fs	.
Sa	Ds	son
mort	Nc	mort
sur	S	sur
un	Dn	un
gibet	Nc	gibet
,	Fw	,
marque	Vvc	marquer
son	Ds	son
impuissance	Nc	impuissance
.	Fs	.
Dites	Vvc	dire
mieux	Rg	mieux
,	Fw	,
son	Ds	son
amour	Nc	amour
et	Cc	et
son	Ds	son
obéissance	Nc	obéissance
.	Fs	.
Sur	S	sur
une	Dn	un
croix	Nc	croix
,	Fw	,
enfin	Rg	enfin
.	Fs	.
Sur	S	sur
un	Dn	un
bois	Nc	bois
glorieux	Ag	glorieux
,	Fw	,
Qui	Vvc	qui
fut	Vuc	être
moins	Rg	moins
une	Dn	un
croix	Nc	croix
,	Fw	,
qu'	Cs	que
une	Dn	un
échelle	Nc	échelle
des	S+Da	de+le|de+les
cieux	Nc	ciel|cieux
.	Fs	.
Mais	Cc	mais
ce	Dd	ce
genre	Nc	genre
de	S	de
mort	Nc	mort
,	Fw	,
ne	Rp	ne
pouvait	Vvc	pouvoir
être	Vun	être
pire	Ag	pire
.	Fs	.
Mais	Cc	mais
mourant	Ga	mourir
,	Fw	,
de	S	de
la	Da	le
mort	Nc	mort
,	Fw	,
il	Pp	il
détruisit	Vvc	détruire
l'	Da	le
Empire	Nc	empire
.	Fs	.
L'	Da	le
auteur	Nc	auteur
de	S	de
l'	Da	le
univers	Nc	univers
entrer	Vvn	entrer
dans	S	dans
un	Dn	un
cercueil	Nc	cercueil
!	Fs	!
Tout	Di	tout
l'	Da	le
univers	Nc	univers
aussi	Rg	aussi
s'	Cs	si
en	Pp	en
vit	Vvc	vivre|voir
tendu	Ge	tendre
de	S	de
deuil	Nc	deuil
;	Fw	;
Et	Vvc	et
le	Da	le
ciel	Nc	ciel
effrayé	Ge	effrayer
,	Fw	,
cacha	Vvc	cacher
ses	Ds	son
luminaires	Nc	luminaire
.	Fs	.
Si	Cs	si
vous	Pp	vous
vous	Pp	vous
repaissez	Vvc	repaître
de	S	de
ces	Dd	ce
vaines	Ag	vain
chimères	Nc	chimère
;	Fw	;
Ce	Vvc	ce
mépris	Nc	mépris
de	S	de
nos	Ds	notre
Dieux	Nc	dieux
,	Fw	,
et	Cc	et
de	S	de
votre	Ds	votre
devoir	Nc	devoir
,	Fw	,
En	Vvc	en
l'	Da	le
esprit	Nc	esprit
de	S	de
César	Nc	césar
,	Fw	,
détruira	Vvc	détruire
votre	Ds	votre
espoir	Nc	espoir
.	Fs	.
César	Nc	césar
m'	Pp	je
abandonnant	Ga	abandonner
,	Fw	,
Christ	Vvc	christ
est	Vuc	être
mon	Ds	mon
assurance	Nc	assurance
;	Fw	;
C'	Vvc	c'
est	Vuc	être
l'	Da	le
espoir	Nc	espoir
des	S+Da	de+le|de+les
mortels	Nc	mortel
,	Fw	,
dépouillés	Ge	dépouiller
d'	S	de
espérance	Nc	espérance
.	Fs	.
Il	Pp	il
vous	Pp	vous
peut	Vvc	pouvoir
même	Rg	même
ôter	Vvn	ôter
vos	Ds	votre
biens	Nc	bien
si	Rg	si
précieux	Ag	précieux
.	Fs	.
J'	Pp	je
en	Pp	en
serai	Vuc	être
plus	Rg	plus
léger	Ag	léger
,	Fw	,
pour	S	pour
monter	Vvn	monter
dans	S	dans
les	Da	le
cieux	Nc	ciel|cieux
.	Fs	.
L'	Da	le
indigence	Nc	indigence
est	Vuc	être
à	S	à
l'	Da	le
homme	Nc	homme
un	Dn	un
monstre	Nc	monstre
redoutable	Ag	redoutable
.	Fs	.
Christ	Nc	christ
,	Fw	,
qui	Pr	qui
fut	Vuc	être
homme	Nc	homme
et	Cc	et
dieu	Nc	dieu
,	Fw	,
naquit	Vvc	naître
dans	S	dans
une	Dn	un
étable	Nc	étable
;	Fw	;
Je	Vvc	je
méprise	Vvc	mépriser
vos	Ds	votre
biens	Nc	bien
,	Fw	,
et	Cc	et
leur	Ds	leur
fausse	Ag	faux
douceur	Nc	douceur
,	Fw	,
Dont	Vvc	dont
on	Pp	on
est	Vuc	être
possédé	Ge	posséder
,	Fw	,
plutôt	Rg	plutôt
que	Cs	que
possesseur	Nc	possesseur
.	Fs	.
Sa	Ds	son
piété	Nc	piété
l'	Pp	il
oblige	Vvc	obliger
,	Fw	,
autant	Rg	autant
que	Cs	que
sa	Ds	son
justice	Nc	justice
,	Fw	,
À	Nc	à
faire	Vvn	faire
des	Dn	un
Chrétiens	Nc	chrétiens
un	Dn	un
égal	Ag	égal
sacrifice	Nc	sacrifice
.	Fs	.
Qu'	Cs	que
il	Pp	il
fasse	Vvc	faire
,	Fw	,
il	Pp	il
tarde	Vvc	tarder
trop	Rg	trop
.	Fs	.
Que	Cs	que
votre	Ds	votre
repentir	Nc	repentir
!	Fs	!
Non	Rg	non
,	Fw	,
non	Rg	non
,	Fw	,
mon	Ds	mon
sang	Nc	sang
,	Fw	,
Flavie	Vvc	flavie
,	Fw	,
est	Vuc	être
tout	Rg	tout
prêt	Ag	prêt
à	S	à
sortir	Vvn	sortir
.	Fs	.
Si	Cs	si
vous	Pp	vous
vous	Pp	vous
obstinez	Vvc	obstiner
,	Fw	,
votre	Ds	votre
perte	Nc	perte
est	Vuc	être
certaine	Ag	certain
.	Fs	.
L'	Da	le
attente	Nc	attente
m'	Pp	je
en	Pp	en
est	Vuc	être
douce	Ag	doux
,	Fw	,
et	Cc	et
la	Da	le
menace	Nc	menace
vaine	Ag	vain
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
vous	Pp	vous
n'	Rp	ne
ouvrirez	Vvc	ouvrir
point	Rg	point
l'	Da	le
oreille	Nc	oreille
à	S	à
mes	Ds	mon
avis	Nc	avis
?	Fs	?
Aux	S+Da	à+les
soupirs	Nc	soupir
de	S	de
la	Da	le
Cour	Nc	cour
,	Fw	,
aux	S+Da	à+les
voeux	Nc	vœu
de	S	de
vos	Ds	votre
amis	Nc	ami
?	Fs	?
À	Vvc	à
l'	Da	le
amour	Nc	amour
de	S	de
César	Nc	césar
,	Fw	,
aux	S+Da	à+les
cris	Nc	cri
de	S	de
Natalie	Nc	natalie
,	Fw	,
À	Nc	à
qui	Pr	qui
si	Rg	si
récemment	Rg	récemment
un	Dn	un
si	Rg	si
beau	Ag	beau
noeud	Nc	nœud
vous	Pp	vous
lie	Vvc	lier
?	Fs	?
Et	Cc	et
vous	Pp	vous
voudriez	Vvc	vouloir
souffrir	Vvn	souffrir
,	Fw	,
que	Cs	que
dans	S	dans
cet	Dd	ce
accident	Nc	accident
,	Fw	,
Ce	Vvc	ce
soleil	Nc	soleil
de	S	de
beauté	Nc	beauté
trouvât	Vvc	trouver
son	Ds	son
occident	Nc	occident
?	Fs	?
À	Vvc	à
peine	Nc	peine
,	Fw	,
depuis	S	depuis
l'	Da	le
heure	Nc	heure
,	Fw	,
à	S	à
ce	Dd	ce
noeud	Nc	nœud
destinée	Ge	destiner
,	Fw	,
A-t-elle	Ga	a-t-elle
vu	Ge	voir
flamber	Vvn	flamber
les	Da	le
torches	Nc	torche
d'	S	de
hyménée	Nc	hyménée
;	Fw	;
Encor	Nc	encor
si	Cs	si
quelque	Di	quelque
fruit	Nc	fruit
de	S	de
vos	Ds	votre
chastes	Ag	chaste
amours	Nc	amour
,	Fw	,
Devait	Vvc	devoir
après	S	après
la	Da	le
mort	Nc	mort
perpétuer	Vvn	perpétuer
vos	Ds	votre
jours	Nc	jour
!	Fs	!
Mais	Cc	mais
vous	Pp	vous
voulez	Vvc	vouloir
mourir	Vvn	mourir
avecque	Vvc	avecque
la	Da	le
disgrâce	Nc	disgrâce
,	Fw	,
D'	Vvc	d'
éteindre	Vvn	éteindre
votre	Ds	votre
Nom	Nc	nom
avecque	Vvc	avecque
votre	Ds	votre
race	Nc	race
,	Fw	,
Et	Vvc	et
suivant	S	suivant
la	Da	le
fureur	Nc	fureur
d'	S	de
un	Dn	un
aveugle	Ag	aveugle
transport	Nc	transport
,	Fw	,
Nous	Vvc	nous
être	Vun	être
tout	Pi	tout
ravi	Ge	ravir
,	Fw	,
par	S	par
une	Dn	un
seule	Ag	seul
mort	Nc	mort
!	Fs	!
Si	Cs	si
votre	Ds	votre
bon	Ag	bon
génie	Nc	génie
attend	Vvc	attendre
l'	Da	le
heure	Nc	heure
opportune	Ag	opportun
,	Fw	,
Savez	Vvc	savoir
-vous	Nc	-vous
les	Da	le
emplois	Nc	emploi
dont	Pr	dont
vous	Pp	vous
courez	Vvc	courir
fortune	Nc	fortune
?	Fs	?
L'	Da	le
espoir	Nc	espoir
vous	Pp	vous
manque-t-il	V	manquer
?	Fs	?
Et	Cc	et
n'	Rp	ne
osez	Vvc	oser
-vous	Nc	-vous
songer	Vvn	songer
,	Fw	,
Qu'	Vvc	qu'
avant	S	avant
qu'	Rg	que
être	Vun	être
Empereur	Nc	empereur
,	Fw	,
Maximin	Nc	maximin
fut	Vuc	être
berger	Nc	berger
?	Fs	?
Pour	S	pour
peu	Rg	peu
que	Cs	que
sa	Ds	son
faveur	Nc	faveur
vous	Pp	vous
puisse	Vvc	pouvoir
être	Vun	être
constante	Ag	constant
,	Fw	,
Quel	Vvc	quel
défaut	Nc	défaut
vous	Pp	vous
défend	Vvc	défendre
une	Dn	un
pareille	Ag	pareil
attente	Nc	attente
?	Fs	?
Quel	Dt	quel
mépris	Nc	mépris
obstiné	Ge	obstiner
des	S+Da	de+le|de+les
hommes	Nc	homme
et	Cc	et
des	S+Da	de+le|de+les
dieux	Nc	dieu|dieux
,	Fw	,
Vous	Nc	vous
rend	Vvc	rendre
indifférents	Ag	indifférent
la	Da	le
terre	Nc	terre
et	Cc	et
les	Da	le
cieux	Nc	ciel|cieux
?	Fs	?
Et	Cc	et
comme	Cs	comme
si	Cs	si
la	Da	le
mort	Nc	mort
,	Fw	,
vous	Pp	vous
était	Vuc	être
souhaitable	Ag	souhaitable
,	Fw	,
Fait	Vvc	faire
que	Cs	que
pour	S	pour
l'	Pp	il
obtenir	Vvn	obtenir
,	Fw	,
vous	Pp	vous
vous	Pp	vous
rendez	Vvc	rendre
coupable	Ag	coupable
;	Fw	;
Et	Vvc	et
vous	Pp	vous
faites	Vvc	faire
César	Nc	césar
et	Cc	et
les	Da	le
dieux	Nc	dieu|dieux
ennemis	Nc	ennemi
?	Fs	?
Pesez	Vvc	peser
-en	Vvn	-en
le	Da	le
succès	Nc	succès
d'	S	de
un	Dn	un
esprit	Nc	esprit
plus	Rg	plus
remis	Ge	remettre
;	Fw	;
Celui	Pd	celui
n'	Rp	ne
a	Vuc	avoir
point	Rg	point
péché	Ge	pécher|pêcher
,	Fw	,
de	S	de
qui	Pr	qui
la	Da	le
repentance	Nc	repentance
Témoigne	Vvc	témoigne
la	Da	le
surprise	Nc	surprise
,	Fw	,
et	Cc	et
suis	Vuc	être
de	S	de
près	Rg	près
l'	Da	le
offense	Nc	offence
.	Fs	.
La	Da	le
grâce	Nc	grâce
dont	Pr	dont
le	Da	le
ciel	Nc	ciel
a	Vuc	avoir
touché	Ge	toucher
mes	Ds	mon
esprits	Nc	esprit
,	Fw	,
M'	Vvc	m'
a	Vuc	avoir
bien	Rg	bien
persuadé	Ge	persuader
,	Fw	,
mais	Cc	mais
ne	Rp	ne
m'	Pp	je
a	Vuc	avoir
point	Rg	point
surpris	Ge	surprendre
;	Fw	;
Et	Vvc	et
me	Pp	je
laissant	Ga	laisser
toucher	Vvn	toucher
à	S	à
cette	Dd	ce
repentance	Nc	repentance
,	Fw	,
Bien	Vvc	bien
loin	Rg	loin
de	S	de
réparer	Vvn	réparer
,	Fw	,
je	Pp	je
commettrais	Vvc	commettre
l'	Da	le
offense	Nc	offence
.	Fs	.
Allez	I	allez
,	Fw	,
ni	Cc	ni
Maximin	Nc	maximin
,	Fw	,
courtois	Ag	courtois
ou	Cc	ou
furieux	Ag	furieux
,	Fw	,
Ni	Vvc	ni
ce	Dd	ce
foudre	Nc	foudre
qu'	Pr	que
on	Pp	on
peint	Vvc	peindre
en	S	en
la	Da	le
main	Nc	main
de	S	de
vos	Ds	votre
Dieux	Nc	dieux
,	Fw	,
Ni	Vvc	ni
la	Da	le
Cour	Nc	cour
,	Fw	,
ni	Cc	ni
le	Da	le
trône	Nc	trône
,	Fw	,
avecque	Vvc	avecque
tous	Di	tout
leurs	Ds	leur
charmes	Nc	charme
,	Fw	,
Ni	Vvc	ni
Natalie	Nc	natalie
enfin	Rg	enfin
avec	S	avec
toutes	Di	tout
ses	Ds	son
larmes	Nc	larme
,	Fw	,
Ni	Vvc	ni
l'	Da	le
univers	Nc	univers
rentrant	Ga	rentrer
dans	S	dans
son	Ds	son
premier	Ag	premier
cahos	Nc	cahos
,	Fw	,
Ne	Vvc	ne
divertiraient	Vvc	divertir
pas	Rg	pas
un	Dn	un
si	Rg	si
ferme	Ag	ferme
propos	Nc	propos
.	Fs	.
Pesez	Vvc	peser
bien	Rg	bien
les	Da	le
effets	Nc	effet
qui	Pr	qui
suivront	Vvc	suivre
mes	Ds	mon
paroles	Nc	parole
.	Fs	.
Ils	Pp	ils
seront	Vuc	être
sans	S	sans
vertu	Nc	vertu
,	Fw	,
comme	Cs	comme
elles	Pp	ils
sont	Vuc	être
frivoles	Ag	frivole
.	Fs	.
Si	Cs	si
raison	Nc	raison
ni	Cc	ni
douceur	Nc	douceur
ne	Rp	ne
vous	Pp	vous
peut	Vvc	pouvoir
émouvoir	Vvn	émouvoir
;	Fw	;
Mon	Nc	mon
ordre	Nc	ordre
va	Vvc	aller
plus	Rg	plus
loin	Rg	loin
.	Fs	.
Faites	Vvc	faire
votre	Ds	votre
devoir	Nc	devoir
.	Fs	.
C'	Pd	ce
est	Vuc	être
de	S	de
vous	Pp	vous
arrêter	Vvn	arrêter
,	Fw	,
et	Cc	et
vous	Pp	vous
charger	Vvn	charger
de	S	de
chaînes	Nc	chaîne
,	Fw	,
Si	Vvc	si
,	Fw	,
comme	Cs	comme
je	Pp	je
vous	Pp	vous
dis	Vvc	dire
,	Fw	,
l'	Da	le
une	Pi	un
et	Cc	et
l'	Da	le
autre	Pi	autre
sont	Vuc	être
vaines	Ag	vain
.	Fs	.
Faites	Vvc	faire
;	Fw	;
je	Pp	je
recevrai	Vvc	recevoir
ces	Dd	ce
fardeaux	Nc	fardeau
précieux	Ag	précieux
,	Fw	,
Pour	Nc	pour
les	Da	le
premiers	Ag	premier
présents	Nc	présent
qui	Pr	qui
me	Pp	je
viennent	Vvc	venir
des	Dn	un
cieux	Nc	ciel|cieux
;	Fw	;
Pour	Nc	pour
de	S	de
riches	Ag	riche
faveurs	Nc	faveur
,	Fw	,
et	Cc	et
de	S	de
superbes	Ag	superbe
marques	Nc	marque
,	Fw	,
Du	Vvc	du
césar	Nc	césar
des	S+Da	de+le|de+les
césars	Nc	césar
,	Fw	,
et	Cc	et
du	S+Da	de+le
roi	Nc	roi
des	S+Da	de+le|de+les
monarques	Nc	monarque
:	Fw	:
Ils	Pp	ils
sortent	Vvc	sortir
tous	Pi	tout
.	Fs	.
J'	Pp	je
irai	Vvc	aller
sans	S	sans
contrainte	Nc	contrainte
,	Fw	,
où	Pr	où
d'	S	de
un	Dn	un
illustre	Ag	illustre
effort	Nc	effort
,	Fw	,
Les	Vvc	les
soldats	Nc	soldat
de	S	de
Jésus	Nc	jésus
triomphent	Vvc	triompher
de	S	de
la	Da	le
mort	Nc	mort
.	Fs	.
En	S	en
cet	Dd	ce
acte	Nc	acte
,	Fw	,
Genest	Nc	genêt
,	Fw	,
à	S	à
mon	Ds	mon
gré	Nc	gré
se	Pp	il
surpasse	Vvc	surpasser
.	Fs	.
Il	Pp	il
ne	Rp	ne
se	Pp	il
peut	Vvc	pouvoir
rien	Pi	rien
feindre	Vvn	feindre
avecque	Vvc	avecque
plus	Rg	plus
de	S	de
grâce	Nc	grâce
.	Fs	.
L'	Da	le
intermède	Nc	intermède
permet	Vvc	permettre
de	S	de
l'	Pp	il
en	S	en
féliciter	Vvn	féliciter
,	Fw	,
Et	Vvc	et
de	S	de
voir	Vvn	voir
les	Da	le
acteurs	Nc	acteur
.	Fs	.
Il	Pp	il
se	Pp	il
faut	Vvc	faillir|falloir
donc	Rg	donc
hâter	Vvn	hâter
.	Fs	.
Quel	Dt	quel
trouble	Ag	trouble
!	Fs	!
Quel	Dt	quel
désordre	Nc	désordre
!	Fs	!
Et	Cc	et
comment	Rt	comment
sans	S	sans
miracle	Nc	miracle
,	Fw	,
Ne	Vvc	ne
peuvent	Vvc	pouvoir
-ils	Vvc	-ils
produire	Vvn	produire
aucun	Di	aucun
plaisant	Ag	plaisant
spectacle	Nc	spectacle
?	Fs	?
Certes	Rg	certes
à	S	à
voir	Vvn	voir
entr'eux	Nc	entr'eux
,	Fw	,
cette	Dd	ce
confusion	Nc	confusion
,	Fw	,
L'	Vvc	l'
ordre	Nc	ordre
de	S	de
leur	Ds	leur
récit	Nc	récit
,	Fw	,
semble	Vvc	sembler
une	Dn	un
illusion	Nc	illusion
.	Fs	.
L'	Da	le
art	Nc	art
en	Pp	en
est	Vuc	être
merveilleux	Ag	merveilleux
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
je	Pp	je
l'	Pp	il
avoue	Vvc	avouer
;	Fw	;
Mais	Vvc	mais
l'	Da	le
acteur	Nc	acteur
qui	Pr	qui
paraît	Vvc	paraître
est	Vuc	être
celui	Pd	celui
qui	Pr	qui
me	Pp	je
joue	Vvc	jouer
;	Fw	;
Et	Vvc	et
qu'	Cs	que
avec	S	avec
Genest	Nc	genêt
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
vu	Ge	voir
se	Pp	il
concerter	Vvn	concerter
.	Fs	.
Voyons	Vvc	voir
de	S	de
quelle	Dt	quel
grâce	Nc	grâce
il	Pp	il
saura	Vvc	savoir
m'	Pp	je
imiter	Vvn	imiter
.	Fs	.
Sont	Vuc	être
-ce	Vvc	-ce
là	Rg	là
les	Da	le
faveurs	Nc	faveur
,	Fw	,
traître	Ag	traître
,	Fw	,
sont	Vuc	être
-ce	Vvc	-ce
les	Da	le
gages	Nc	gage|gages
,	Fw	,
De	Vvc	de
ce	Dd	ce
maître	Nc	maître
nouveau	Ag	nouveau
,	Fw	,
qui	Pr	qui
reçoit	Vvc	recevoir
tes	Ds	ton
hommages	Nc	hommage
?	Fs	?
Et	Cc	et
qu'	Cs	que
au	S+Da	à+le
mépris	Nc	mépris
des	S+Da	de+le|de+les
droits	Nc	droit|droits
,	Fw	,
et	Cc	et
du	S+Da	de+le
culte	Nc	culte
des	S+Da	de+le|de+les
Dieux	Nc	dieux
,	Fw	,
L'	Vvc	l'
impiété	Nc	impiété
chrétienne	Ag	chrétien
,	Fw	,
ose	Vvc	oser
placer	Vvn	placer
aux	S+Da	à+les
cieux	Nc	ciel|cieux
?	Fs	?
La	Da	le
nouveauté	Nc	nouveauté
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
de	S	de
ce	Dd	ce
maître	Nc	maître
des	S+Da	de+le|de+les
maîtres	Nc	maître
,	Fw	,
Est	Vvc	est
devant	S	devant
tous	Di	tout
les	Da	le
temps	Nc	temps
,	Fw	,
et	Cc	et
devant	S	devant
tous	Di	tout
les	Da	le
êtres	Nc	être
;	Fw	;
C'	Vvc	c'
est	Vuc	être
lui	Pp	il
,	Fw	,
qui	Pr	qui
du	S+Da	de+le
néant	Nc	néant
a	Vuc	avoir
tiré	Ge	tirer
l'	Da	le
univers	Nc	univers
,	Fw	,
Lui	Nc	lui
,	Fw	,
qui	Pr	qui
dessus	S	dessus
la	Da	le
terre	Nc	terre
a	Vuc	avoir
répandu	Ge	répandre
les	Da	le
mers	Nc	mer
;	Fw	;
Qui	Vvc	qui
de	S	de
l'	Da	le
air	Nc	air
étendit	Vvc	étendre
les	Da	le
humides	Ag	humide
contrées	Nc	contrée
,	Fw	,
Qui	Vvc	qui
sema	Vvc	semer
de	S	de
brillants	Ga	briller
,	Fw	,
les	Da	le
voûtes	Nc	voûte
azurées	Ge	azurer
,	Fw	,
Qui	Vvc	qui
fit	Vvc	faire
naître	Vvn	naître
la	Da	le
guerre	Nc	guerre
entre	S	entre
les	Da	le
éléments	Nc	élément
,	Fw	,
Et	Vvc	et
qui	Pr	qui
régla	Vvc	régler
des	Dn	un
cieux	Nc	ciel|cieux
,	Fw	,
les	Da	le
divers	Ag	divers
mouvements	Nc	mouvement
.	Fs	.
La	Pp	il
Terre	Vvc	terrer
,	Fw	,
à	S	à
son	Ds	son
pouvoir	Nc	pouvoir
,	Fw	,
rend	Vvc	rendre
un	Dn	un
muet	Ag	muet
hommage	Nc	hommage
,	Fw	,
Les	Vvc	les
rois	Nc	roi
sont	Vuc	être
ses	Ds	son
sujets	Nc	sujet
,	Fw	,
le	Da	le
monde	Nc	monde
est	Vuc	être
son	Ds	son
partage	Nc	partage
;	Fw	;
Si	Vvc	si
l'	Da	le
onde	Nc	onde
est	Vuc	être
agitée	Ge	agiter
,	Fw	,
il	Pp	il
la	Pp	il
peut	Vvc	pouvoir
affermir	Vvn	affermir
;	Fw	;
S'	Vvc	s'
il	Pp	il
querelle	Vvc	quereller
les	Da	le
vents	Nc	vent|vents
,	Fw	,
ils	Pp	ils
n'	Rp	ne
osent	Vvc	oser
plus	Rg	plus
frémir	Vvn	frémir
;	Fw	;
S'	Vvc	s'
il	Pp	il
commande	Vvc	commander
au	S+Da	à+le
soleil	Nc	soleil
,	Fw	,
il	Pp	il
arrête	Vvc	arrêter
sa	Ds	son
course	Nc	course
;	Fw	;
Il	Vvc	il
est	Vuc	être
maître	Nc	maître
de	S	de
tout	Pi	tout
,	Fw	,
comme	Cs	comme
il	Pp	il
en	Pp	en
est	Vuc	être
la	Da	le
source	Nc	source
;	Fw	;
Tout	Vvc	tout
subsiste	Vvc	subsister
par	S	par
lui	Pp	il
,	Fw	,
sans	S	sans
lui	Pp	il
rien	Pi	rien
n'	Rp	ne
eut	Vuc	avoir
été	Ge	être
;	Fw	;
De	Vvc	de
ce	Dd	ce
maître	Nc	maître
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
voilà	S	voilà
la	Da	le
nouveauté	Nc	nouveauté
.	Fs	.
Voyez	Vvc	voir
si	Rg	si
sans	S	sans
raison	Nc	raison
il	Pp	il
reçoit	Vvc	recevoir
mes	Ds	mon
hommages	Nc	hommage
,	Fw	,
Et	Vvc	et
si	Rg	si
sans	S	sans
vanité	Nc	vanité
j'	Pp	je
en	Pp	en
puis	Vvc	pouvoir
porter	Vvn	porter
les	Da	le
gages	Nc	gage|gages
.	Fs	.
Oui	Rg	oui
ces	Dd	ce
chaînes	Nc	chaîne
,	Fw	,
César	Nc	césar
,	Fw	,
ces	Dd	ce
fardeaux	Nc	fardeau
glorieux	Ag	glorieux
,	Fw	,
Sont	Vvc	sont
aux	S+Da	à+les
bras	Nc	bras
d'	S	de
un	Dn	un
chrétien	Nc	chrétien
,	Fw	,
des	S+Da	de+le|de+les
présents	Nc	présent
précieux	Ag	précieux
;	Fw	;
Devant	Ga	devoir
nous	Pp	nous
,	Fw	,
ce	Dd	ce
cher	Ag	cher
maître	Nc	maître
en	Pp	en
eut	Vuc	avoir
les	Da	le
mains	Nc	main
chargées	Ge	charger
,	Fw	,
Au	Vvc	au
feu	Nc	feu
de	S	de
son	Ds	son
amour	Nc	amour
,	Fw	,
il	Pp	il
nous	Pp	nous
les	Pp	ils
a	Vuc	avoir
forgées	Ge	forger
;	Fw	;
Loin	Nc	loin
de	S	de
nous	Pp	nous
accabler	Vvn	accabler
,	Fw	,
leur	Ds	leur
faix	Nc	faix
est	Vuc	être
notre	Ds	notre
appui	Nc	appui
,	Fw	,
Et	Vvc	et
c'	Pd	ce
est	Vuc	être
par	S	par
ces	Dd	ce
chaînons	Nc	chaînon
,	Fw	,
qu'	Cs	que
il	Pp	il
nous	Pp	nous
attire	Vvc	attirer
à	S	à
lui	Pp	il
.	Fs	.
Dieux	Nc	dieux
!	Fs	!
À	Nc	à
qui	Pr	qui
pourrons-nous	Vvc	pourrons-nous
nous	Pp	nous
confier	Vvn	confier
sans	S	sans
crainte	Nc	crainte
,	Fw	,
Et	Vvc	et
de	S	de
qui	Pr	qui
nous	Pp	nous
promettre	Vvn	promettre
une	Dn	un
amitié	Nc	amitié
sans	S	sans
feinte	Nc	feinte
!	Fs	!
De	S	de
ceux	Pd	celui
que	Pr	que
la	Da	le
fortune	Nc	fortune
attache	Vvc	attacher
à	S	à
nos	Ds	notre
côtés	Nc	côté
?	Fs	?
De	S	de
ceux	Pd	celui
que	Pr	que
nous	Pp	nous
avons	Vuc	avoir
moins	Rg	moins
acquis	Nc	acquis|acquit
,	Fw	,
qu'	Cs	que
achetés	Ge	acheter
?	Fs	?
Qui	Pr	qui
sous	S	sous
des	Dn	un
fronts	Nc	front
soumis	Ge	soumettre
cachent	Vvc	cacher
des	Dn	un
coeurs	Nc	cœur
rebelles	Ag	rebelle
?	Fs	?
Que	Cs	que
par	S	par
trop	Rg	trop
de	S	de
crédit	Nc	crédit
,	Fw	,
nous	Pp	nous
rendons	Vvc	rendre
infidèles	Ag	infidèle
?	Fs	?
Ô	Vvc	ô
dure	Ag	dur
cruauté	Nc	cruauté
du	S+Da	de+le
destin	Nc	destin
de	S	de
la	Da	le
Cour	Nc	cour
,	Fw	,
De	Vvc	de
ne	Rp	ne
pouvoir	Vvn	pouvoir
souffrir	Vvn	souffrir
d'	Dn	un
inviolable	Ag	inviolable
amour	Nc	amour
!	Fs	!
De	S	de
franchise	Nc	franchise
sans	S	sans
fard	Nc	fard
,	Fw	,
de	S	de
vertu	Nc	vertu
qu'	Pr	que
offusquée	Ge	offusquer
,	Fw	,
De	Vvc	de
devoir	Vvn	devoir
que	Rg	que
contraint	Ge	contraindre
,	Fw	,
ni	Cc	ni
de	S	de
foi	Nc	foi
que	Rg	que
masquée	Ge	masquer
!	Fs	!
Qu'	Pt	que
entreprends	Vvc	entreprendre
-je	Nc	-je
,	Fw	,
chétif	Ag	chétif
en	S	en
ces	Dd	ce
lieux	Nc	lieu
écartés	Ge	écarter
,	Fw	,
Où	Vvc	où
lieutenant	Nc	lieutenant
des	S+Da	de+le|de+les
dieux	Nc	dieu|dieux
,	Fw	,
justement	Rg	justement
irrités	Ge	irriter
,	Fw	,
Je	Vvc	je
fais	Vvc	faire
d'	S	de
un	Dn	un
bras	Nc	bras
