Ah	I	ah
,	Fw	,
sot	Ag	sot
,	Fw	,
or	Cc	or
sachant	Ga	savoir
fort	Rg	fort
bien	Rg	bien
ce	Pd	ce
que	Pr	que
je	Pp	je
vaux	Vvc	valoir
,	Fw	,
Et	Vvc	et
que	Cs	que
l'	Da	le
amour	Nc	amour
parfait	Ag	parfait
vient	Vvc	venir
de	S	de
la	Da	le
connaissance	Nc	connaissance
,	Fw	,
Je	Vvc	je
soutiens	Nc	soutien
que	Pr	que
je	Pp	je
fais	Vvc	faire
l'	Da	le
amour	Nc	amour
par	S	par
excellence	Nc	excellence
.	Fs	.
C'	Pd	ce
est	Vuc	être
fort	Rg	fort
bien	Rg	bien
soutenu	Ge	soutenir
.	Fs	.
Je	Pp	je
te	Pp	tu
vais	Vvc	aller
faire	Vvn	faire
voir	Vvn	voir
,	Fw	,
Que	Vvc	que
ton	Ds	ton
Maître	Nc	maître
en	S	en
amour	Nc	amour
fait	Vvc	faire
fort	Rg	fort
bien	Rg	bien
son	Ds	son
devoir	Nc	devoir
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
premièrement	Rg	premièrement
que	Cs	que
ta	Ds	ton
bassesse	Nc	bassesse
sache	Vvc	savoir
,	Fw	,
Qu'	Vvc	qu'
alors	Rg	alors
qu'	Cs	que
on	Pp	on
me	Pp	je
refuse	Vvc	refuser
,	Fw	,
ou	Cc	ou
bien	Rg	bien
lorsqu'	Cs	lorsque
on	Pp	on
se	Pp	il
fâche	Vvc	fâcher
,	Fw	,
J'	Vvc	j'
ai	Vuc	avoir
le	Da	le
don	Nc	don
de	S	de
pleurer	Vvn	pleurer
autant	Rg	autant
que	Cs	que
je	Pp	je
le	Pp	il
veux	Vvc	vouloir
;	Fw	;
Ce	Vvc	ce
qui	Pr	qui
profite	Vvc	profiter
plus	Rg	plus
,	Fw	,
qu'	Cs	que
arracher	Vvn	arracher
des	Dn	un
cheveux	Nc	cheveu|cheveux
;	Fw	;
Et	Vvc	et
principalement	Rg	principalement
quand	Cs	quand
on	Pp	on
aime	Vvc	aimer
une	Dn	un
sotte	Nc	sot
,	Fw	,
Qui	Vvc	qui
croit	Vvc	croire|croître
facilement	Rg	facilement
un	Dn	un
homme	Nc	homme
qui	Pr	qui
sanglote	Vvc	sangloter
.	Fs	.
À	Vvc	à
la	Da	le
belle	Ag	beau
,	Fw	,
je	Pp	je
dis	Vvc	dire
que	Cs	que
ses	Ds	son
plus	Rg	plus
grands	Ag	grand
appas	Nc	appas
Sont	Vvc	sont
ceux	Pd	celui
qui	Pr	qui
sont	Vuc	être
cachés	Ge	cacher
,	Fw	,
et	Cc	et
que	Cs	que
l'	Da	le
oeil	Nc	œil
ne	Rp	ne
voit	Vvc	voir
pas	Rg	pas
.	Fs	.
Que	Cs	que
son	Ds	son
esprit	Nc	esprit
me	Pp	je
plaît	Vvc	plaire
,	Fw	,
bien	Rg	bien
plus	Rg	plus
que	Cs	que
son	Ds	son
visage	Nc	visage
.	Fs	.
À	Vvc	à
la	Da	le
laide	Ag	laid
,	Fw	,
je	Pp	je
tiens	Vvc	tenir
presque	Rg	presque
un	Dn	un
même	Ag	même
langage	Nc	langage
.	Fs	.
J'	Pp	je
ajoute	Vvc	ajouter
seulement	Rg	seulement
,	Fw	,
qu'	Cs	que
elle	Pp	il
a	Vuc	avoir
je	Pp	je
ne	Rp	ne
sais	Vvc	savoir
quoi	Pt	quoi
Qui	Vvc	qui
fait	Ge	faire
que	Cs	que
la	Pp	il
voyant	Ga	voir
je	Pp	je
ne	Rp	ne
suis	Vuc	être
plus	Rg	plus
à	S	à
moi	Pp	je
.	Fs	.
Enfin	Rg	enfin
également	Rg	également
de	S	de
toutes	Di	tout
je	Pp	je
me	Pp	je
joue	Vvc	jouer
;	Fw	;
De	Vvc	de
ce	Pd	ce
qu'	Pr	que
elles	Pp	ils
ont	Vuc	avoir
moins	Rg	moins
,	Fw	,
c'	Pd	ce
est	Vuc	être
dont	Pr	dont
plus	Rg	plus
je	Pp	je
les	Pp	ils
loue	Vvc	louer|lover
,	Fw	,
Aux	Vvc	aux
sottes	Nc	sot
,	Fw	,
de	S	de
l'	Da	le
esprit	Nc	esprit
;	Fw	;
aux	S+Da	à+les
vieilles	Nc	vieille|vieux
de	S	de
l'	Da	le
humeur	Nc	humeur
;	Fw	;
Aux	Vvc	aux
jeunes	Ag	jeune
,	Fw	,
qu'	Cs	que
avant	S	avant
l'	Da	le
âge	Nc	âge
elles	Pp	ils
ont	Vuc	avoir
l'	Da	le
esprit	Nc	esprit
mûr	Ag	mûr
;	Fw	;
La	Vvc	la
grasse	Ag	gras
se	Pp	il
croit	Vvc	croire|croître
maigre	Ag	maigre
,	Fw	,
et	Cc	et
la	Da	le
maigre	Nc	maigre
charnue	Ag	charnu
,	Fw	,
Aussitôt	Vvc	aussitôt
que	Cs	que
de	S	de
nous	Pp	nous
elle	Pp	il
est	Vuc	être
entretenue	Ge	entretenir
.	Fs	.
Aux	S+Da	à+les
petites	Ag	petit
je	Pp	je
dis	Vvc	dire
que	Cs	que
leur	Ds	leur
corps	Nc	corps
est	Vuc	être
adroit	Ag	adroit
;	Fw	;
Aux	Vvc	aux
grandes	Ag	grand
,	Fw	,
que	Cs	que
leur	Ds	leur
corps	Nc	corps
,	Fw	,
quoique	Cs	quoique
en	Pp	en
voûte	Vvc	voûter
,	Fw	,
est	Vuc	être
bien	Rg	bien
droit	Ag	droit
;	Fw	;
À	Nc	à
celles	Pd	celui
que	Pr	que
je	Pp	je
vois	Vvc	voir
d'	S	de
une	Dn	un
taille	Nc	taille
bizarre	Ag	bizarre
,	Fw	,
Qu'	Vvc	qu'
ainsi	Rg	ainsi
le	Da	le
Ciel	Nc	ciel
l'	Pp	il
a	Vuc	avoir
faite	Ge	faire
,	Fw	,
afin	S	afin
d'	S	de
être	Vun	être
plus	Rg	plus
rare	Ag	rare
;	Fw	;
Aux	Vvc	aux
minces	Ag	mince
,	Fw	,
qu'	Cs	que
une	Dn	un
Reine	Nc	reine|roi
a	Vuc	avoir
moins	Rg	moins
de	S	de
gravité	Nc	gravité
;	Fw	;
Aux	Vvc	aux
grosses	Ag	gros
,	Fw	,
qu'	Cs	que
elles	Pp	ils
ont	Vuc	avoir
beaucoup	Rg	beaucoup
d'	S	de
agilité	Nc	agilité
.	Fs	.
Aux	S+Da	à+les
propres	Nc	propre
,	Fw	,
que	Cs	que
j'	Pp	je
admire	Vvc	admirer
en	S	en
eux	Pp	eux
la	Da	le
nonchalance	Nc	nonchalance
;	Fw	;
Tout	Vvc	tout
cela	Pd	cela
sans	S	sans
me	Pp	je
faire	Vvn	faire
aucune	Di	aucun
violence	Nc	violence
;	Fw	;
Car	Nc	car
de	S	de
plus	Rg	plus
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
le	Da	le
don	Nc	don
de	S	de
mentir	Vvn	mentir
sans	S	sans
remords	Nc	remord
,	Fw	,
Vertu	Vvc	vertu
que	Rg	que
seulement	Rg	seulement
on	Pp	on
voit	Vvc	voir
aux	S+Da	à+les
esprits	Nc	esprit
forts	Ag	fort
.	Fs	.
Vous	Pp	vous
êtes	Vuc	être
donc	Rg	donc
menteur	Nc	menteur
?	Fs	?
Oui	Rg	oui
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
l'	Da	le
honneur	Nc	honneur
de	S	de
l'	Pp	il
être	Vun	être
.	Fs	.
Le	Da	le
grand	Ag	grand
homme	Nc	homme
de	S	de
bien	Rg	bien
,	Fw	,
que	Cs	que
Monseigneur	Nc	monseigneur
mon	Ds	mon
Maître	Nc	maître
!	Fs	!
Vois	Vvc	voir
-tu	Vvn	-tu
,	Fw	,
ne	Rp	ne
point	Vvc	payer|poindre
mentir	Vvn	mentir
,	Fw	,
est	Vuc	être
la	Da	le
vertu	Nc	vertu
d'	S	de
un	Dn	un
sot	Nc	sot
,	Fw	,
Souvent	Vvc	souvent
en	S	en
augmentant	Ga	augmenter
,	Fw	,
ou	Cc	ou
retranchant	Ga	retrancher
un	Dn	un
mot	Nc	mot
,	Fw	,
On	Vvc	on
se	Pp	il
tire	Vvc	tirer
aisément	Rg	aisément
d'	S	de
une	Dn	un
affaire	Nc	affaire|affairé
mauvaise	Ag	mauvais
,	Fw	,
Enfin	Nc	enfin
,	Fw	,
feignant	Ga	feindre
partout	Rg	partout
que	Cs	que
je	Pp	je
suis	Vuc	être
tout	Pi	tout
de	S	de
braise	Nc	braise|braisé
,	Fw	,
Des	Vvc	des
unes	Pi	un
,	Fw	,
je	Pp	je
suis	Vuc	être
cru	Ge	croire|croître
par	S	par
leurs	Ds	leur
yeux	Nc	œil
bien	Rg	bien
charmé	Ge	charmer
,	Fw	,
Des	Vvc	des
autres	Pi	autre
je	Pp	je
me	Pp	je
vois	Vvc	voir
quelquefois	Rg	quelquefois
bien	Rg	bien
aimé	Ge	aimer
,	Fw	,
Et	Vvc	et
moi	Pp	je
je	Pp	je
ris	Vvc	rire
bien	Rg	bien
fort	Rg	fort
,	Fw	,
très	Rg	très
maître	Nc	maître
de	S	de
moi-même	Pp	lui-même
,	Fw	,
De	Vvc	de
celle	Pd	celui
qui	Pr	qui
me	Pp	je
hait	Vvc	haïr
,	Fw	,
et	Cc	et
de	S	de
celle	Pd	celui
qui	Pr	qui
m'	Pp	je
aime	Vvc	aimer
.	Fs	.
Mais	Cc	mais
à	S	à
quoi	Pt	quoi
bon	Ag	bon
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
jouer	Vvn	jouer
du	S+Da	de+le
doux	Ag	doux
regard	Nc	regard
Sur	Nc	sur
celle	Pd	celui
que	Pr	que
l'	Pp	il
on	Pp	on
sait	Vvc	savoir
aimer	Vvn	aimer
en	S	en
autre	Ag	autre
part	Nc	part
?	Fs	?
Quand	Cs	quand
vous	Pp	vous
voyez	Vvc	voir
deux	Nc	deux
coeurs	Nc	cœur
bien	Rg	bien
unis	Ge	unir
l'	Da	le
un	Pi	un
à	S	à
l'	Da	le
autre	Pi	autre
,	Fw	,
Vous	Nc	vous
allez	Vvc	aller
aussitôt	Rg	aussitôt
en	S	en
tiers	Nc	tiers
offrir	Vvn	offrir
le	Da	le
vôtre	As#Ps	vôtre
:	Fw	:
Est	Vuc	être
-ce	Vvc	-ce
là	Rg	là
l'	Da	le
action	Nc	action
d'	S	de
un	Dn	un
homme	Nc	homme
bien	Rg	bien
sensé	Ag	sensé
?	Fs	?
C'	Pd	ce
est	Vuc	être
en	S	en
vous	Pp	vous
ce	Pd	ce
qui	Pr	qui
m'	Pp	je
a	Vuc	avoir
le	Da	le
plus	Rg	plus
embarrassé	Ge	embarrasser
;	Fw	;
Car	Nc	car
n'	Rp	ne
est	Vuc	être
-ce	Vvc	-ce
pas	Rg	pas
avoir	Vun	avoir
l'	Da	le
humeur	Nc	humeur
bien	Rg	bien
enragée	Ge	enrager
,	Fw	,
Que	Vvc	que
de	S	de
courir	Vvn	courir
après	S	après
une	Dn	un
fille	Nc	fille
engagée	Ge	engager
:	Fw	:
De	S	de
grâce	Nc	grâce
,	Fw	,
éclaircissez	Vvc	éclaircir
mon	Ds	mon
esprit	Nc	esprit
là-dessus	Rg	là-dessus
.	Fs	.
Vois	Vvc	voir
-tu	Vvn	-tu
,	Fw	,
je	Pp	je
suis	Vuc	être
ravi	Ge	ravir
,	Fw	,
si	Cs	si
jamais	Rg	jamais
je	Pp	je
le	Pp	il
fus	Vuc	être
;	Fw	;
Quand	Nc	quand
un	Dn	un
Amant	Nc	amant
par	S	par
moi	Pp	je
devient	Vvc	devenir|dévier
âme	Nc	âme
damnée	Ge	damner
,	Fw	,
Peste	Vvc	pester
cent	Nc	cent
fois	Nc	fois
le	Da	le
jour	Nc	jour
contre	S	contre
sa	Ds	son
destinée	Nc	destinée
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
se	Pp	il
plaint	Vvc	plaindre
jour	Nc	jour
et	Cc	et
nuit	Nc	nuit
à	S	à
sa	Ds	son
belle	Ag	beau
Vénus	Nc	vénus
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
lui	Pp	il
fait	Vvc	faire
jour	Nc	jour
et	Cc	et
nuit	Nc	nuit
mille	Nc	mille
arguments	Nc	argument
cornus	Ag	cornu
,	Fw	,
Pour	Nc	pour
lui	Pp	il
faire	Vvn	faire
avouer	Vvn	avouer
par	S	par
belle	Ag	beau
Rhétorique	Nc	rhétorique
Que	Vvc	que
je	Pp	je
suis	Vuc	être
depuis	S	depuis
peu	Rg	peu
la	Da	le
mouche	Nc	mouche
qui	Pr	qui
la	Da	le
pique	Nc	pique|piqué
,	Fw	,
Lors	Nc	lord
la	Da	le
sotte	Nc	sot
lui	Pp	il
fait	Vvc	faire
cent	Nc	cent
satisfactions	Nc	satisfaction
,	Fw	,
Lui	Nc	lui
dit	Vvc	dire
qu'	Cs	que
il	Pp	il
est	Vuc	être
l'	Da	le
objet	Nc	objet
de	S	de
ses	Ds	son
affections	Nc	affection
;	Fw	;
Le	Vvc	le
jaloux	Ag	jaloux
s'	Cs	si
en	Pp	en
contente	Vvc	contenter
;	Fw	;
et	Cc	et
pour	S	pour
prendre	Vvn	prendre
revanche	Nc	revanche
Du	Vvc	du
temps	Nc	temps
qu'	Pr	que
il	Pp	il
a	Vuc	avoir
perdu	Ge	perdre
,	Fw	,
lui	Pp	il
baise	Vvc	baiser
la	Da	le
main	Nc	main
blanche	Ag	blanc
:	Fw	:
Puis	Vvc	pouvoir
après	S	après
la	Da	le
belle	Ag	beau
Âme	Nc	âme
,	Fw	,
et	Cc	et
le	Da	le
parfait	Nc	parfait
Amant	Ga	amant
Se	Vvc	se
mettent	Vvc	mettre
à	S	à
pleurer	Vvn	pleurer
très	Rg	très
idiotement	Rg	idiotement
;	Fw	;
Et	Vvc	et
moi	Pp	je
tandis	Nc	tandis
qu'	Cs	que
entre	S	entre
eux	Pp	eux
la	Da	le
querelle	Nc	querelle
s'	Pp	se
apaise	Vvc	apaiser
,	Fw	,
Je	Vvc	je
suis	Vuc	être
le	Da	le
plus	Rg	plus
souvent	Rg	souvent
dans	S	dans
mon	Ds	mon
lit	Nc	lit
à	S	à
mon	Ds	mon
aise	Nc	aise
.	Fs	.
Je	Pp	je
veux	Vvc	vouloir
que	Cs	que
le	Da	le
plaisir	Nc	plaisir
soit	Vuc	être
grand	Ag	grand
de	S	de
coqueter	Vvn	coqueter
,	Fw	,
Mais	Vvc	mais
si	Cs	si
cet	Dd	ce
homme	Nc	homme
à	S	à
qui	Pr	qui
vous	Pp	vous
en	Pp	en
faites	Vvc	faire
tâter	Vvn	tâter
,	Fw	,
Et	Vvc	et
de	S	de
ceux	Pd	celui
qui	Pr	qui
toujours	Rg	toujours
portent	Vvc	porter
dans	S	dans
leurs	Ds	leur
valises	Nc	valise
Des	Vvc	des
chaussons	Nc	chausson
,	Fw	,
un	Dn	un
grand	Ag	grand
gant	Nc	gant
,	Fw	,
pour	S	pour
quand	Cs	quand
on	Pp	on
vient	Vvc	venir
aux	S+Da	à+les
prises	Nc	prise
,	Fw	,
Un	Vvc	un
poignard	Nc	poignard
à	S	à
coquille	Nc	coquille
,	Fw	,
et	Cc	et
des	S+Da	de+le|de+les
fleurets	Nc	fleuret
brisés	Ge	briser
:	Fw	:
Enfin	Rg	enfin
,	Fw	,
si	Cs	si
cet	Dd	ce
amant	Nc	amant
que	Pr	que
vous	Pp	vous
enjalousez	Vvc	enjalousez
,	Fw	,
Est	Vvc	est
un	Dn	un
gladiateur	Nc	gladiateur
,	Fw	,
un	Dn	un
homme	Nc	homme
acariâtre	Ag	acariâtre
,	Fw	,
Qui	Vvc	qui
vienne	Vvc	venir
un	Dn	un
beau	Ag	beau
matin	Nc	matin
vous	Pp	vous
battre	Vvn	battre
comme	S	comme
plâtre	Nc	plâtre
,	Fw	,
Et	Vvc	et
pour	S	pour
les	Da	le
males	Ag	mâle
nuits	Nc	nuit
qu'	Pr	que
il	Pp	il
croit	Vvc	croire|croître
avoir	Vun	avoir
pour	S	pour
vous	Pp	vous
,	Fw	,
S'	Vvc	s'
en	Pp	en
venge	Vvc	venger
pleinement	Rg	pleinement
,	Fw	,
en	S	en
vous	Pp	vous
rouant	Ga	rouer
de	S	de
coups	Nc	coup
,	Fw	,
Le	Vvc	le
jeu	Nc	jeu
vous	Pp	vous
plaira-t-il	Vvc	plaira-t-il
?	Fs	?
Depuis	S	depuis
de	Dn	un
longues	Ag	long
années	Nc	année
,	Fw	,
Deux	Vvc	deux
choses	Nc	chose
à	S	à
la	Da	le
Cour	Nc	cour
sont	Vuc	être
de	S	de
tous	Di	tout
condamnées	Nc	condamné
:	Fw	:
L'	Da	le
une	Pi	un
,	Fw	,
ce	Pd	ce
que	Pr	que
tu	Pp	tu
veux	Vvc	vouloir
me	Pp	je
faire	Vvn	faire
redouter	Vvn	redouter
,	Fw	,
Pour	Nc	pour
des	S+Da	de+le|de+les
femmes	Nc	femme
se	Pp	il
battre	Vvn	battre
,	Fw	,
et	Cc	et
l'	Da	le
autre	Pi	autre
de	S	de
porter	Vvn	porter
De	Vvc	de
pourpoint	Nc	pourpoint
boutonné	Ge	boutonner
.	Fs	.
Mais	Cc	mais
on	Pp	on
frappe	Vvc	frapper
à	S	à
la	Da	le
porte	Nc	porte
.	Fs	.
Qui	Pr	qui
diable	Ag	diable
(	Fw	(
s'	Cs	si
il	Pp	il
n'	Rp	ne
est	Vuc	être
fou	Ag	fou
)	Fw	)
peut	Vvc	pouvoir
frapper	Vvn	frapper
de	S	de
la	Da	le
sorte	Nc	sorte
?	Fs	?
Nous	Pp	nous
voudrait	Vvc	vouloir
-on	Nc	-on
forcer	Vvn	forcer
d'	S	de
ouvrir	Vvn	ouvrir
malgré	S	malgré
nos	Ds	notre
dents	Nc	dent
?	Fs	?
Va	Vvc	aller
,	Fw	,
va	Vvc	aller
vite	Rg	vite
,	Fw	,
de	S	de
peur	Nc	peur
qu'	Pr	que
on	Pp	on
la	Pp	il
mette	Vvc	mettre
dedans	Rg	dedans
.	Fs	.
Est-il	Vvc	est-il
là	Rg	là
,	Fw	,
Don	Nc	don
Félix	Nc	félix
?	Fs	?
Lui	Pp	il
-même	Vvc	-même
.	Fs	.
Ouvrez	Vvc	ouvrer|ouvrir
,	Fw	,
que	Cs	que
j'	Pp	je
entre	Vvc	entrer
.	Fs	.
Eussiez	Vuc	avoir
-vous	Ge	-vous
la	Da	le
serrure	Nc	serrure
au	S+Da	à+le
beau	Ag	beau
milieu	Nc	milieu
du	S+Da	de+le
ventre	Nc	ventre
.	Fs	.
Voici	I	voici
quelque	Rg	quelque
fendant	Ga	fendre
issu	Ge	issir
d'	S	de
un	Dn	un
Roi	Nc	roi
des	S+Da	de+le|de+les
Goths	Nc	goths
.	Fs	.
Pourrai	Vvc	pouvoir
-je	Vvc	-je
avoir	Vun	avoir
le	Da	le
temps	Nc	temps
de	S	de
vous	Pp	vous
dire	Vvn	dire
deux	Nc	deux
mots	Nc	mot|mots
?	Fs	?
Quatre	Nc	quatre
si	Cs	si
vous	Pp	vous
voulez	Vvc	vouloir
.	Fs	.
Faites	Vvc	faire
qu'	Cs	que
il	Pp	il
se	Pp	il
retire	Vvc	retirer
,	Fw	,
Car	Nc	car
devant	S	devant
un	Dn	un
valet	Nc	valet
,	Fw	,
je	Pp	je
ne	Rp	ne
vous	Pp	vous
puis	Vvc	pouvoir
rien	Pi	rien
dire	Vvn	dire
.	Fs	.
Ce	Dd	ce
valet	Nc	valet
est	Vuc	être
fidèle	Ag	fidèle
,	Fw	,
et	Cc	et
sait	Vvc	savoir
tous	Di	tout
mes	Ds	mon
secrets	Nc	secret
.	Fs	.
Vous	Pp	vous
êtes	Vuc	être
bien	Rg	bien
heureux	Ag	heureux
d'	S	de
en	Pp	en
avoir	Vun	avoir
de	S	de
discrets	Ag	discret
.	Fs	.
Savez	Vvc	savoir
-vous	Nc	-vous
bien	Rg	bien
mon	Ds	mon
nom	Nc	nom
?	Fs	?
Don	Nc	don
Gaspard	Nc	gaspard
de	S	de
Padille	Nc	padille
.	Fs	.
Savez	Vvc	savoir
-vous	Nc	-vous
que	Pr	que
je	Pp	je
suis	Vuc	être
d'	S	de
une	Dn	un
illustre	Ag	illustre
famille	Nc	famille
?	Fs	?
Oui	Rg	oui
.	Fs	.
Que	Cs	que
je	Pp	je
suis	Vuc	être
cadet	Ag	cadet
,	Fw	,
plein	Ag	plein
d'	S	de
esprit	Nc	esprit
et	Cc	et
de	S	de
coeur	Nc	cœur
?	Fs	?
Fort	Rg	fort
bien	Rg	bien
.	Fs	.
Pauvre	Nc	pauvre
de	S	de
biens	Nc	bien
,	Fw	,
mais	Cc	mais
très	Rg	très
riche	Ag	riche
d'	S	de
honneur	Nc	honneur
?	Fs	?
On	Pp	on
le	Pp	il
dit	Vvc	dire
.	Fs	.
Savez	Vvc	savoir
-vous	Nc	-vous
ce	Pd	ce
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
en	S	en
Flandre	Nc	flandre
?	Fs	?
Non	Rg	non
.	Fs	.
Lisez	Vvc	lire
donc	Rg	donc
l'	Da	le
Histoire	Nc	histoire
,	Fw	,
et	Cc	et
vous	Pp	vous
pourrez	Vvc	pouvoir
l'	Pp	il
apprendre	Vvn	apprendre
.	Fs	.
Savez	Vvc	savoir
-vous	Nc	-vous
que	Pr	que
je	Pp	je
sais	Vvc	savoir
mener	Vvn	mener
un	Dn	un
homme	Nc	homme
à	S	à
bout	Nc	bout
;	Fw	;
Quand	Nc	quand
je	Pp	je
suis	Vuc	être
offensé	Ge	offenser
,	Fw	,
que	Cs	que
je	Pp	je
tue	Vvc	tuer
.	Fs	.
Est	Vuc	être
-ce	Vvc	-ce
tout	Pi	tout
?	Fs	?
J'	Pp	je
aime	Vvc	aimer
depuis	S	depuis
six	Nc	six
ans	Nc	an
une	Dn	un
beauté	Nc	beauté
suprême	Ag	suprême
,	Fw	,
Et	Vvc	et
vous	Pp	vous
depuis	S	depuis
six	Nc	six
mois	Nc	moi|mois
vous	Pp	vous
aimez	Vvc	aimer
ce	Pd	ce
que	Pr	que
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
Et	Vvc	et
m'	Pp	je
imitez	Vvc	imiter
si	Rg	si
bien	Rg	bien
dans	S	dans
mon	Ds	mon
affection	Nc	affection
,	Fw	,
Que	Vvc	que
sans	S	sans
vous	Pp	vous
dispenser	Vvn	dispenser
de	S	de
la	Da	le
moindre	Ag	moindre
action	Nc	action
,	Fw	,
De	Vvc	de
tout	Pi	tout
ce	Pd	ce
que	Pr	que
je	Pp	je
fais	Vvc	faire
,	Fw	,
vous	Pp	vous
êtes	Vuc	être
la	Da	le
copie	Nc	copie
;	Fw	;
Vous	Nc	vous
m'	Pp	je
observez	Vvc	observer
en	S	en
tout	Pi	tout
,	Fw	,
partout	Rg	partout
votre	Ds	votre
oeil	Nc	œil
m'	Pp	je
épie	Vvc	épier
;	Fw	;
Et	Vvc	et
le	Da	le
jour	Nc	jour
et	Cc	et
la	Da	le
nuit	Nc	nuit
je	Pp	je
vous	Pp	vous
ai	Vuc	avoir
sur	S	sur
mes	Ds	mon
pas	Nc	pas
;	Fw	;
Quand	Nc	quand
la	Da	le
beauté	Nc	beauté
que	Pr	que
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
avec	S	avec
tous	Di	tout
ses	Ds	son
appas	Nc	appas
,	Fw	,
Pour	Nc	pour
me	Pp	je
favoriser	Vvn	favoriser
,	Fw	,
se	Pp	il
montre	Vvc	montrer
à	S	à
la	Da	le
fenêtre	Nc	fenêtre
,	Fw	,
J'	Vvc	j'
enrage	Vvc	enrager
de	S	de
vous	Pp	vous
voir	Vvn	voir
à	S	à
mon	Ds	mon
côté	Nc	côté
paraître	Vvn	paraître
.	Fs	.
L'	Da	le
autre	Ag	autre
jour	Nc	jour
que	Pr	que
je	Pp	je
fus	Vuc	être
malade	Ag	malade
de	S	de
la	Da	le
toux	Nc	toux
,	Fw	,
Parce	Vvc	parce
qu'	Cs	que
il	Pp	il
m'	Pp	je
arriva	Vvc	arriver
de	S	de
tousser	Vvn	tousser
devant	S	devant
vous	Pp	vous
,	Fw	,
Aussitôt	Vvc	aussitôt
sur	S	sur
ma	Ds	mon
toux	Nc	toux
si	Rg	si
bien	Rg	bien
vous	Pp	vous
enchérîtes	Vvc	enchérir
,	Fw	,
Que	Vvc	que
je	Pp	je
vous	Pp	vous
crus	Vvc	croire|croître
atteint	Vvc	atteindre
du	S+Da	de+le
mal	Nc	mal
que	Pr	que
vous	Pp	vous
feignîtes	Vvc	feindre
,	Fw	,
Et	Vvc	et
qu'	Cs	que
un	Dn	un
caterre	Nc	catarrhe
enfin	Rg	enfin
de	S	de
vous	Pp	vous
me	Pp	je
vengerait	Vvc	venger
.	Fs	.
Lors	Rg	lors
ce	Pd	ce
fut	Vuc	être
entre	S	entre
nous	Pp	nous
à	S	à
qui	Pr	qui
mieux	Rg	mieux
tousserait	Vvc	tousser
;	Fw	;
Vous	Nc	vous
crûtes	Vvc	croire|croître
que	Cs	que
ma	Ds	mon
toux	Nc	toux
n'	Rp	ne
était	Vuc	être
pas	Rg	pas
sans	S	sans
mystère	Nc	mystère
,	Fw	,
Et	Vvc	et
vous	Pp	vous
fîtes	Vvc	faire
merveille	Nc	merveille
à	S	à
me	Pp	je
bien	Rg	bien
contrefaire	Vvn	contrefaire
:	Fw	:
De	S	de
vous	Pp	vous
en	S	en
quereller	Vvn	quereller
,	Fw	,
j'	Pp	je
eusse	Vuc	avoir
passé	Ge	passer
pour	S	pour
fou	Ag	fou
;	Fw	;
Je	Vvc	je
vous	Pp	vous
laissai	Vvc	laisser
tousser	Vvn	tousser
tout	Di	tout
votre	Ds	votre
chien	Nc	chien
de	S	de
saoul	Ag	saoul|saoûl
.	Fs	.
Un	Dn	un
jour	Nc	jour
je	Pp	je
fus	Vuc	être
tenté	Ge	tenter
(	Fw	(
mais	Cc	mais
j'	Pp	je
eusse	Vuc	avoir
été	Ge	être
peu	Rg	peu
sage	Ag	sage
)	Fw	)
De	Vvc	de
me	Pp	je
donner	Vvn	donner
un	Dn	un
coup	Nc	coup
de	S	de
poignard	Nc	poignard
au	S+Da	à+le
visage	Nc	visage
,	Fw	,
Pour	Nc	pour
voir	Vvn	voir
si	Cs	si
vous	Pp	vous
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
qui	Pr	qui
m'	Pp	je
allez	Vvc	aller
imitant	Ga	imiter
,	Fw	,
Seriez	Vvc	serrer|sérier
assez	Rg	assez
badin	Ag	badin
,	Fw	,
pour	S	pour
vous	Pp	vous
en	S	en
faire	Vvn	faire
autant	Rg	autant
.	Fs	.
Vous	Pp	vous
riez	Vvc	rire
quand	Cs	quand
je	Pp	je
ris	Vvc	rire
,	Fw	,
vous	Pp	vous
pleurez	Vvc	pleurer
quand	Cs	quand
je	Pp	je
pleure	Vvc	pleurer
;	Fw	;
Si	Vvc	si
je	Pp	je
pense	Vvc	penser
à	S	à
chanter	Vvn	chanter
,	Fw	,
vous	Pp	vous
chanter	Vvn	chanter
tout	Pi	tout
à	S	à
l'	Da	le
heure	Nc	heure
;	Fw	;
Et	Vvc	et
soupirez	Vvc	soupirer
aussi	Rg	aussi
,	Fw	,
quand	Cs	quand
j'	Pp	je
ose	Vvc	oser
soupirer	Vvn	soupirer
,	Fw	,
Comme	Vvc	comme
si	Cs	si
vous	Pp	vous
étiez	Vuc	être
sur	S	sur
le	Da	le
point	Nc	point
d'	S	de
expirer	Vvn	expirer
.	Fs	.
Quand	Cs	quand
j'	Pp	je
ose	Vvc	oser
regarder	Vvn	regarder
la	Da	le
beauté	Nc	beauté
que	Pr	que
j'	Pp	je
adore	Vvc	adorer
,	Fw	,
